year,county_code,district_code,school_code,county_name,district_name,school_name,NSLP,charter_school_number,charter_type,grade_low,grade_high,enrollment_k_12,free_meal_count_unadjusted,free_meal_count_adjusted,free_meal_count_adjusted_percent,frpm_count_unadjusted,frpm_count_adjusted,frpm_count_adjusted_percent,
2013-14,15,63313,0113027,Kern,Arvin Union,El Camino Real Elementary,Y,,,P,6,863,612,617,71.5%,663,668,77.4%,
2013-14,15,63313,6008817,Kern,Arvin Union,Haven Drive Middle,Y,,,7,8,735,523,528,71.8%,570,575,78.2%,
2013-14,15,63313,6008833,Kern,Arvin Union,Sierra Vista Elementary,Y,,,P,6,769,577,581,75.6%,602,606,78.8%,
2013-14,15,63313,6110464,Kern,Arvin Union,Bear Mountain Elementary,Y,,,P,6,785,643,648,82.5%,677,680,86.6%,
2013-14,15,63321,0128694,Kern,Bakersfield City,Rafer Johnson,N,,,K,8,43,40,40,93.0%,41,41,95.3%,
2013-14,15,63321,6008841,Kern,Bakersfield City,Chipman Junior High,N,,,7,8,914,523,526,57.5%,588,591,64.7%,
2013-14,15,63321,6008858,Kern,Bakersfield City,Caroline Harris Elementary,N,,,K,5,519,369,372,71.7%,433,434,83.6%,
2013-14,15,63321,6008866,Kern,Bakersfield City,Casa Loma Elementary,N,,,K,5,834,763,764,91.6%,778,779,93.4%,
2013-14,15,63321,6008874,Kern,Bakersfield City,Evergreen Elementary,N,,,K,5,598,474,475,79.4%,531,531,88.8%,
2013-14,15,63321,6008882,Kern,Bakersfield City,College Heights Elementary,N,,,K,6,919,805,814,88.6%,854,861,93.7%,
2013-14,15,63321,6008890,Kern,Bakersfield City,Colonel Howard Nichols Elementary,N,,,K,6,685,439,440,64.2%,523,524,76.5%,
2013-14,15,63321,6008916,Kern,Bakersfield City,Emerson Middle,N,,,6,8,891,748,752,84.4%,795,798,89.6%,
2013-14,15,63321,6008924,Kern,Bakersfield City,Frank West Elementary,N,,,K,5,671,571,573,85.4%,611,613,91.4%,
2013-14,15,63321,6008932,Kern,Bakersfield City,Franklin Elementary,N,,,K,6,464,314,316,68.1%,351,353,76.1%,
2013-14,15,63321,6008940,Kern,Bakersfield City,Fremont Elementary,N,,,K,6,930,868,868,93.3%,912,912,98.1%,
2013-14,15,63321,6008957,Kern,Bakersfield City,Sequoia Middle,N,,,6,8,"1,002",869,870,86.8%,940,940,93.8%,
2013-14,15,63321,6008965,Kern,Bakersfield City,Harding Elementary,N,,,K,6,609,388,392,64.4%,464,466,76.5%,
2013-14,15,63321,6008973,Kern,Bakersfield City,Henry Eissler Elementary,N,,,K,6,633,374,376,59.4%,437,439,69.4%,
2013-14,15,63321,6008981,Kern,Bakersfield City,Horace Mann Elementary,N,,,K,5,888,802,807,90.9%,842,845,95.2%,
2013-14,15,63321,6008999,Kern,Bakersfield City,Hort Elementary,N,,,K,5,831,593,594,71.5%,685,685,82.4%,
2013-14,15,63321,6009005,Kern,Bakersfield City,Curran Middle,N,,,6,8,884,703,706,79.9%,764,766,86.7%,
2013-14,15,63321,6009013,Kern,Bakersfield City,Jefferson Elementary,N,,,K,5,546,510,511,93.6%,534,534,97.8%,
2013-14,15,63321,6009021,Kern,Bakersfield City,Compton Junior High,N,,,7,8,680,475,478,70.3%,520,523,76.9%,
2013-14,15,63321,6009047,Kern,Bakersfield City,Leo G. Pauly Elementary,N,,,K,5,779,680,683,87.7%,720,722,92.7%,
2013-14,15,63321,6009062,Kern,Bakersfield City,Longfellow Elementary,N,,,K,6,813,730,731,89.9%,763,764,94.0%,
2013-14,15,63321,6009070,Kern,Bakersfield City,McKinley Elementary,N,,,K,5,813,745,746,91.8%,783,784,96.4%,
2013-14,15,63321,6009088,Kern,Bakersfield City,Mt. Vernon Elementary,N,,,K,6,795,702,705,88.7%,756,756,95.1%,
2013-14,15,63321,6009096,Kern,Bakersfield City,Munsey Elementary,N,,,K,5,709,595,598,84.3%,651,654,92.2%,
2013-14,15,63321,6009104,Kern,Bakersfield City,Myra A. Noble Elementary,N,,,K,5,890,772,773,86.9%,824,825,92.7%,
2013-14,15,63321,6009120,Kern,Bakersfield City,Pioneer Drive Elementary,N,,,K,6,754,683,684,90.7%,723,724,96.0%,
2013-14,15,63321,6009138,Kern,Bakersfield City,Bessie E. Owens Primary,N,,,K,3,723,620,621,85.9%,637,638,88.2%,
2013-14,15,63321,6009146,Kern,Bakersfield City,Roosevelt Elementary,N,,,K,5,441,366,369,83.7%,405,406,92.1%,
2013-14,15,63321,6009153,Kern,Bakersfield City,Sierra Middle,N,,,6,8,771,688,692,89.8%,733,737,95.6%,
2013-14,15,63321,6009161,Kern,Bakersfield City,Voorhies Elementary,N,,,K,6,976,750,751,76.9%,828,829,84.9%,
2013-14,15,63321,6009179,Kern,Bakersfield City,Washington Middle,N,,,6,8,685,552,553,80.7%,590,591,86.3%,
2013-14,15,63321,6009187,Kern,Bakersfield City,Wayside Elementary,N,,,K,5,716,611,613,85.6%,655,657,91.8%,
2013-14,15,63321,6009195,Kern,Bakersfield City,William Penn Elementary,N,,,K,5,294,224,227,77.2%,245,247,84.0%,
2013-14,15,63321,6009203,Kern,Bakersfield City,Williams Elementary,N,,,K,5,453,418,421,92.9%,435,438,96.7%,
2013-14,15,63321,6109052,Kern,Bakersfield City,Ramon Garza Elementary,N,,,K,5,976,869,873,89.4%,898,902,92.4%,
2013-14,15,63321,6109060,Kern,Bakersfield City,Stella I. Hills Elementary,N,,,K,5,544,498,498,91.5%,520,520,95.6%,
2013-14,15,63321,6109078,Kern,Bakersfield City,Dr. Juliet Thorner Elementary,N,,,K,6,940,485,486,51.7%,595,596,63.4%,
2013-14,15,63321,6111264,Kern,Bakersfield City,Walter Stiern Middle,N,,,6,8,"1,400","1,170","1,173",83.8%,"1,269","1,271",90.8%,
2013-14,15,63321,6111900,Kern,Bakersfield City,Cesar E. Chavez Elementary,N,,,K,6,792,256,258,32.6%,315,317,40.0%,
2013-14,15,63321,6114284,Kern,Bakersfield City,Downtown Elementary,N,,,K,8,320,32,33,10.3%,63,64,20.0%,
2013-14,15,63321,6116719,Kern,Bakersfield City,Bessie E. Owens Intermediate,N,,,4,6,559,454,457,81.8%,485,487,87.1%,
2013-14,15,63339,0108589,Kern,Beardsley Elementary,San Lauren Elementary,N,,,K,6,459,250,251,54.7%,293,293,63.8%,
2013-14,15,63339,6009211,Kern,Beardsley Elementary,Beardsley Elementary,N,,,K,6,371,314,314,84.6%,335,335,90.3%,
2013-14,15,63339,6009229,Kern,Beardsley Elementary,Beardsley Junior High,N,,,7,8,309,217,217,70.2%,247,247,79.9%,
2013-14,15,63339,6009237,Kern,Beardsley Elementary,North Beardsley Elementary,N,,,K,6,639,515,520,81.4%,570,575,90.0%,
2013-14,15,63347,6009245,Kern,Belridge Elementary,Belridge Elementary,N,,,K,8,38,26,26,68.4%,33,33,86.8%,
2013-14,15,63354,6009252,Kern,Blake Elementary,Blake Elementary,N,,,K,8,8,7,7,87.5%,7,7,87.5%,
2013-14,15,63362,0110775,Kern,Panama-Buena Vista Union,Stonecreek Junior High,N,,,7,8,860,510,513,59.7%,641,643,74.8%,
2013-14,15,63362,0113951,Kern,Panama-Buena Vista Union,Old River Elementary,N,,,K,6,"1,000",303,310,31.0%,408,411,41.1%,
2013-14,15,63362,0119099,Kern,Panama-Buena Vista Union,Douglas J. Miller Elementary,N,,,K,6,892,504,511,57.3%,636,643,72.1%,
2013-14,15,63362,6009260,Kern,Panama-Buena Vista Union,Buena Vista Elementary,N,,,K,6,934,290,291,31.2%,411,411,44.0%,
2013-14,15,63362,6009922,Kern,Panama-Buena Vista Union,Amy B. Seibert Elementary,N,,,K,6,733,582,582,79.4%,649,649,88.5%,
2013-14,15,63362,6009930,Kern,Panama-Buena Vista Union,Fred L. Thompson Junior High,N,,,7,8,798,602,605,75.8%,685,687,86.1%,
2013-14,15,63362,6009948,Kern,Panama-Buena Vista Union,Panama Elementary,N,,,K,6,742,407,412,55.5%,521,526,70.9%,
2013-14,15,63362,6009955,Kern,Panama-Buena Vista Union,Stine Elementary,N,,,K,6,756,579,581,76.9%,642,642,84.9%,
2013-14,15,63362,6066674,Kern,Panama-Buena Vista Union,Wayne Van Horn Elementary,N,,,K,6,571,397,400,70.1%,471,473,82.8%,
2013-14,15,63362,6095012,Kern,Panama-Buena Vista Union,Charles H. Castle Elementary,N,,,K,6,677,531,533,78.7%,604,604,89.2%,
2013-14,15,63362,6096986,Kern,Panama-Buena Vista Union,Stockdale Elementary,N,,,K,6,542,139,140,25.8%,169,169,31.2%,
2013-14,15,63362,6099428,Kern,Panama-Buena Vista Union,O. J. Actis Junior High,N,,,7,8,634,338,340,53.6%,416,418,65.9%,
2013-14,15,63362,6099436,Kern,Panama-Buena Vista Union,Louise Sandrini Elementary,N,,,K,6,610,470,473,77.5%,527,528,86.6%,
2013-14,15,63362,6104632,Kern,Panama-Buena Vista Union,Sing Lum Elementary,N,,,K,6,783,268,269,34.4%,393,394,50.3%,
2013-14,15,63362,6105423,Kern,Panama-Buena Vista Union,Laurelglen Elementary,N,,,K,6,603,265,265,43.9%,326,326,54.1%,
2013-14,15,63362,6107619,Kern,Panama-Buena Vista Union,Tevis Junior High,N,,,7,8,738,247,250,33.9%,317,319,43.2%,
2013-14,15,63362,6107627,Kern,Panama-Buena Vista Union,Leo B. Hart Elementary,N,,,K,6,571,256,258,45.2%,302,304,53.2%,
2013-14,15,63362,6108187,Kern,Panama-Buena Vista Union,Roy W. Loudon Elementary,N,,,K,6,799,565,569,71.2%,671,675,84.5%,
2013-14,15,63362,6110001,Kern,Panama-Buena Vista Union,Christa McAuliffe Elementary,N,,,K,6,618,266,266,43.0%,351,351,56.8%,
2013-14,15,63362,6112262,Kern,Panama-Buena Vista Union,Earl Warren Junior High,N,,,7,8,929,232,232,25.0%,339,339,36.5%,
2013-14,15,63362,6113401,Kern,Panama-Buena Vista Union,Bill L. Williams Elementary,N,,,K,6,701,365,369,52.6%,465,468,66.8%,
2013-14,15,63362,6115257,Kern,Panama-Buena Vista Union,Ronald Reagan Elementary,N,,,K,6,919,156,156,17.0%,193,193,21.0%,
2013-14,15,63362,6119994,Kern,Panama-Buena Vista Union,Berkshire Elementary,N,,,K,6,"1,074",673,675,62.8%,825,826,76.9%,
2013-14,15,63370,6009278,Kern,Buttonwillow Union Elementary,Buttonwillow Elementary,N,,,K,8,338,300,300,88.8%,325,325,96.2%,
2013-14,15,63388,6009286,Kern,Caliente Union Elementary,Caliente Elementary,N,,,K,8,1,0,0,0.0%,1,1,100.0%,
2013-14,15,63388,6104772,Kern,Caliente Union Elementary,Piute Mountain Elementary,N,,,K,8,55,33,33,60.0%,33,33,60.0%,
2013-14,15,63404,0106575,Kern,Delano Union Elementary,Harvest Elementary,Y,,,K,5,609,530,530,87.0%,530,530,87.0%,
2013-14,15,63404,0112185,Kern,Delano Union Elementary,La Vina Middle,Y,,,6,8,716,624,624,87.2%,624,624,87.2%,
2013-14,15,63404,0120139,Kern,Delano Union Elementary,Nueva Vista Language Academy,Y,1109,Locally funded,K,5,603,577,577,95.7%,577,577,95.7%,
2013-14,15,63404,0127712,Kern,Delano Union Elementary,Pioneer,Y,,,K,8,743,721,721,97.0%,721,721,97.0%,
2013-14,15,63404,6009344,Kern,Delano Union Elementary,Albany Park Elementary,Y,,,K,5,508,485,485,95.5%,485,485,95.5%,
2013-14,15,63404,6009351,Kern,Delano Union Elementary,Cecil Avenue Math and Science Academy,Y,1184,Locally funded,6,8,769,737,737,95.8%,737,737,95.8%,
2013-14,15,63404,6009369,Kern,Delano Union Elementary,Del Vista Math and Science Academy,Y,1352,Locally funded,K,5,576,551,551,95.7%,551,551,95.7%,
2013-14,15,63404,6009377,Kern,Delano Union Elementary,Fremont Elementary,Y,,,K,5,582,552,553,95.0%,552,553,95.0%,
2013-14,15,63404,6009393,Kern,Delano Union Elementary,Terrace Elementary,Y,,,K,5,523,510,510,97.5%,510,510,97.5%,
2013-14,15,63404,6111355,Kern,Delano Union Elementary,Princeton Street Elementary,Y,,,K,5,668,628,628,94.0%,628,628,94.0%,
2013-14,15,63404,6115471,Kern,Delano Union Elementary,Almond Tree Middle,Y,,,6,8,727,708,708,97.4%,708,708,97.4%,
2013-14,15,63404,6117915,Kern,Delano Union Elementary,Morningside,Y,,,K,5,661,578,579,87.6%,578,579,87.6%,
2013-14,15,63412,0100529,Kern,Delano Joint Union High,Cesar E. Chavez High,Y,,,9,12,"1,425",848,851,59.7%,"1,107","1,108",77.8%,
2013-14,15,63412,0116384,Kern,Delano Joint Union High,Robert F. Kennedy High,Y,,,9,12,995,741,745,74.9%,895,897,90.2%,
2013-14,15,63412,1531656,Kern,Delano Joint Union High,Valley High,Y,,,9,12,114,78,79,69.3%,92,93,81.6%,
2013-14,15,63412,1531672,Kern,Delano Joint Union High,Delano High,Y,,,9,12,"1,704","1,125","1,133",66.5%,"1,432","1,434",84.2%,
2013-14,15,63420,6009419,Kern,Di Giorgio Elementary,Di Giorgio Elementary,N,,,K,8,183,162,162,88.5%,174,174,95.1%,
2013-14,15,63438,6009435,Kern,Edison Elementary,Edison Middle,N,,,5,8,482,353,354,73.4%,440,440,91.3%,
2013-14,15,63438,6009443,Kern,Edison Elementary,Orangewood Elementary,N,,,K,4,626,483,483,77.2%,568,568,90.7%,
2013-14,15,63446,6009450,Kern,Elk Hills Elementary,Elk Hills Elementary,N,,,K,8,199,83,84,42.2%,99,99,49.7%,
2013-14,15,63461,0106690,Kern,Fairfax Elementary,Shirley Lane Elementary,N,,,3,5,795,672,673,84.7%,738,738,92.8%,
2013-14,15,63461,0107987,Kern,Fairfax Elementary,Fairfax Middle,N,,,6,8,772,654,655,84.8%,708,708,91.7%,
2013-14,15,63461,6009500,Kern,Fairfax Elementary,Virginia Avenue Elementary,N,,,K,2,838,694,694,82.8%,761,761,90.8%,
2013-14,15,63479,6101588,Kern,Fruitvale Elementary,Quailwood Elementary,N,,,K,6,396,124,125,31.6%,176,176,44.4%,
2013-14,15,63479,6104004,Kern,Fruitvale Elementary,Fruitvale Junior High,N,,,7,8,709,163,167,23.6%,237,239,33.7%,
2013-14,15,63479,6109987,Kern,Fruitvale Elementary,Discovery Elementary,N,,,K,6,882,218,221,25.1%,307,310,35.1%,
2013-14,15,63479,6112783,Kern,Fruitvale Elementary,Columbia Elementary,N,,,K,6,555,176,180,32.4%,226,230,41.4%,
2013-14,15,63479,6112791,Kern,Fruitvale Elementary,Endeavour Elementary,N,,,K,6,771,210,217,28.1%,303,308,39.9%,
2013-14,15,63487,0000000,Kern,General Shafter Elementary,District Office,N,,,K,8,8,2,2,25.0%,2,2,25.0%,
2013-14,15,63487,6009534,Kern,General Shafter Elementary,General Shafter Elementary,N,,,K,8,138,22,24,17.4%,22,24,17.4%,
2013-14,15,63503,0100685,Kern,Greenfield Union,Valle Verde Elementary,N,,,K,5,926,668,669,72.2%,815,816,88.1%,
2013-14,15,63503,0101014,Kern,Greenfield Union,McKee Middle,N,,,6,8,924,669,670,72.5%,777,778,84.2%,
2013-14,15,63503,0110767,Kern,Greenfield Union,Horizon Elementary,N,,,K,5,783,608,610,77.9%,713,714,91.2%,
2013-14,15,63503,0116715,Kern,Greenfield Union,Granite Pointe Elementary,N,,,K,5,958,665,666,69.5%,796,797,83.2%,
2013-14,15,63503,0120865,Kern,Greenfield Union,Greenfield Community,N,,,K,8,19,17,17,89.5%,19,19,100.0%,
2013-14,15,63503,6009559,Kern,Greenfield Union,Fairview Elementary,N,,,K,5,544,474,474,87.1%,515,515,94.7%,
2013-14,15,63503,6009567,Kern,Greenfield Union,Greenfield Middle,N,,,6,8,909,729,734,80.7%,833,837,92.1%,
2013-14,15,63503,6009583,Kern,Greenfield Union,Plantation Elementary,N,,,K,5,704,597,600,85.2%,671,674,95.7%,
2013-14,15,63503,6009591,Kern,Greenfield Union,Planz Elementary,N,,,K,5,738,574,579,78.5%,659,664,90.0%,
2013-14,15,63503,6108468,Kern,Greenfield Union,W. A. Kendrick Elementary,N,,,K,5,737,551,553,75.0%,643,643,87.2%,
2013-14,15,63503,6111157,Kern,Greenfield Union,Raffaello Palla Elementary,N,,,K,5,936,767,768,82.1%,848,849,90.7%,
2013-14,15,63503,6112270,Kern,Greenfield Union,Leon H. Ollivier Middle,N,,,6,8,986,755,758,76.9%,880,881,89.4%,
2013-14,15,63529,0100198,Kern,Kern High,Golden Valley High,N,,,9,12,"2,439","1,656","1,667",68.3%,"1,927","1,934",79.3%,
2013-14,15,63529,0110999,Kern,Kern High,Frontier High,N,,,9,12,"2,315",378,386,16.7%,529,537,23.2%,
2013-14,15,63529,0116392,Kern,Kern High,Independence High,N,,,9,12,"1,952",711,715,36.6%,962,964,49.4%,
2013-14,15,63529,0116400,Kern,Kern High,Mira Monte High,N,,,9,12,"2,113","1,724","1,733",82.0%,"1,877","1,885",89.2%,
2013-14,15,63529,0125062,Kern,Kern High,Tierra Del Sol Continuation High,N,,,9,12,361,281,286,79.2%,297,302,83.7%,
2013-14,15,63529,1530021,Kern,Kern High,Central Valley High (Continuation),N,,,9,12,98,68,68,69.4%,79,79,80.6%,
2013-14,15,63529,1530047,Kern,Kern High,Nueva Continuation High,N,,,9,12,90,77,77,85.6%,82,82,91.1%,
2013-14,15,63529,1530112,Kern,Kern High,Vista West Continuation High,N,,,9,12,295,154,155,52.5%,173,174,59.0%,
2013-14,15,63529,1530252,Kern,Kern High,Arvin High,N,,,9,12,"2,451","1,804","1,818",74.2%,"2,048","2,061",84.1%,
2013-14,15,63529,1530344,Kern,Kern High,Stockdale High,N,,,9,12,"2,058",442,448,21.8%,589,593,28.8%,
2013-14,15,63529,1530369,Kern,Kern High,Centennial High,N,,,9,12,"1,895",337,341,18.0%,444,448,23.6%,
2013-14,15,63529,1530385,Kern,Kern High,Ridgeview High,N,,,9,12,"2,235","1,162","1,167",52.2%,"1,497","1,501",67.2%,
2013-14,15,63529,1530435,Kern,Kern High,Kern Workforce 2000 Academy,N,0071,Locally funded,9,12,279,160,163,58.4%,164,167,59.9%,
2013-14,15,63529,1530476,Kern,Kern High,Liberty High,N,,,9,12,"1,864",240,243,13.0%,305,307,16.5%,
2013-14,15,63529,1530708,Kern,Kern High,Bakersfield High,N,,,9,12,"2,830","1,693","1,705",60.2%,"1,849","1,858",65.7%,
2013-14,15,63529,1532290,Kern,Kern High,East Bakersfield High,N,,,9,12,"2,104","1,574","1,587",75.4%,"1,727","1,733",82.4%,
2013-14,15,63529,1532605,Kern,Kern High,Foothill High,N,,,9,12,"1,974","1,368","1,377",69.8%,"1,537","1,544",78.2%,
2013-14,15,63529,1533330,Kern,Kern High,Highland High,N,,,9,12,"1,929","1,034","1,042",54.0%,"1,205","1,213",62.9%,
2013-14,15,63529,1533538,Kern,Kern High,Kern Valley High,N,,,9,12,467,250,252,54.0%,289,291,62.3%,
2013-14,15,63529,1534775,Kern,Kern High,North High,N,,,9,12,"1,650",981,986,59.8%,"1,163","1,167",70.7%,
2013-14,15,63529,1535087,Kern,Kern High,Shafter High,N,,,9,12,"1,440",927,932,64.7%,"1,073","1,077",74.8%,
2013-14,15,63529,1535392,Kern,Kern High,South High,N,,,9,12,"1,927","1,479","1,486",77.1%,"1,676","1,681",87.2%,
2013-14,15,63529,1536325,Kern,Kern High,Vista Continuation High,N,,,9,12,215,172,175,81.4%,183,186,86.5%,
2013-14,15,63529,1536606,Kern,Kern High,West High,N,,,9,12,"2,119","1,417","1,427",67.3%,"1,589","1,598",75.4%,
2013-14,15,63545,0112524,Kern,Kernville Union Elementary,Rio Vista Community Day,N,,,5,8,13,12,12,92.3%,13,13,100.0%,
2013-14,15,63545,0122887,Kern,Kernville Union Elementary,Woodrow Wallace Middle,N,,,5,8,345,229,229,66.4%,246,246,71.3%,
2013-14,15,63545,6009641,Kern,Kernville Union Elementary,Kernville Elementary,N,,,K,3,92,52,52,56.5%,56,56,60.9%,
2013-14,15,63545,6009658,Kern,Kernville Union Elementary,Woodrow W. Wallace Elementary,N,,,K,4,368,273,273,74.2%,281,281,76.4%,
2013-14,15,63552,0000001,Kern,Lakeside Union,"Nonpublic, Nonsectarian Schools",N,,,,,1,0,0,0.0%,0,0,0.0%,
2013-14,15,63552,6009666,Kern,Lakeside Union,Lakeside,N,,,K,8,590,264,265,44.9%,352,353,59.8%,
2013-14,15,63552,6115042,Kern,Lakeside Union,Donald E. Suburu,N,,,K,5,718,348,348,48.5%,474,474,66.0%,
2013-14,15,63560,6009674,Kern,Lamont Elementary,Alicante Avenue Elementary,Y,,,K,6,"1,256","1,004","1,027",81.8%,"1,119","1,137",90.5%,
2013-14,15,63560,6009682,Kern,Lamont Elementary,Lamont Elementary,Y,,,K,4,658,497,508,77.2%,576,586,89.1%,
2013-14,15,63560,6009690,Kern,Lamont Elementary,Mountain View Middle,Y,,,7,8,555,394,400,72.1%,454,460,82.9%,
2013-14,15,63560,6009708,Kern,Lamont Elementary,Myrtle Avenue Elementary,Y,,,4,8,464,395,399,86.0%,447,448,96.6%,
2013-14,15,63578,0107771,Kern,Richland Union Elementary,Sequoia Elementary,N,,,P,6,805,606,606,75.3%,681,681,84.6%,
2013-14,15,63578,6009989,Kern,Richland Union Elementary,Redwood Elementary,N,,,K,6,988,830,830,84.0%,919,919,93.0%,
2013-14,15,63578,6010003,Kern,Richland Union Elementary,Richland Junior High,N,,,7,8,703,545,545,77.5%,610,610,86.8%,
2013-14,15,63578,6090591,Kern,Richland Union Elementary,Golden Oak Elementary,N,,,P,6,957,799,801,83.7%,882,884,92.4%,
2013-14,15,63586,6009724,Kern,Linns Valley-Poso Flat Union,Linns Valley-Poso Flat Elementary,N,,,K,8,29,14,14,48.3%,17,17,58.6%,
2013-14,15,63594,6060420,Kern,Lost Hills Union Elementary,Lost Hills Elementary,N,,,K,5,416,403,403,96.9%,409,409,98.3%,
2013-14,15,63594,6102792,Kern,Lost Hills Union Elementary,A. M. Thomas Middle,N,,,6,8,152,148,148,97.4%,149,149,98.0%,
2013-14,15,63610,6009732,Kern,Maple Elementary,Maple Elementary,N,,,K,8,287,120,121,42.2%,173,173,60.3%,
2013-14,15,63628,0122853,Kern,Maricopa Unified,Maricopa Middle,N,,,6,8,81,62,62,76.5%,73,73,90.1%,
2013-14,15,63628,0127183,Kern,Maricopa Unified,California Virtual Academy @ Maricopa,N,1490,Directly funded,K,8,"1,393",669,672,48.2%,862,864,62.0%,
2013-14,15,63628,0127209,Kern,Maricopa Unified,California Virtual Academy High @ Maricopa,N,1491,Directly funded,9,12,637,285,286,44.9%,369,370,58.1%,
2013-14,15,63628,0128504,Kern,Maricopa Unified,Peak to Peak Mountain Charter,N,1575,Directly funded,K,7,86,12,12,14.0%,17,17,19.8%,
2013-14,15,63628,1533843,Kern,Maricopa Unified,Maricopa High,N,,,9,12,75,55,56,74.7%,61,61,81.3%,
2013-14,15,63628,6009740,Kern,Maricopa Unified,Maricopa Elementary,N,,,K,5,183,141,141,77.0%,147,147,80.3%,
2013-14,15,63651,6009773,Kern,McKittrick Elementary,McKittrick Elementary,N,,,K,8,70,4,4,5.7%,4,4,5.7%,
2013-14,15,63669,6009781,Kern,Midway Elementary,Midway Elementary,N,,,K,8,108,35,35,32.4%,43,43,39.8%,
2013-14,15,63677,0113837,Kern,Mojave Unified,Hacienda Elementary,N,,,4,6,455,352,352,77.4%,360,360,79.1%,
2013-14,15,63677,0114512,Kern,Mojave Unified,California City High,N,,,9,12,514,346,350,68.1%,356,360,70.0%,
2013-14,15,63677,1534460,Kern,Mojave Unified,Mojave Jr./Sr. High,N,,,7,12,320,245,246,76.9%,257,258,80.6%,
2013-14,15,63677,6009799,Kern,Mojave Unified,Mojave Elementary,N,,,K,6,456,387,391,85.7%,399,403,88.4%,
2013-14,15,63677,6009823,Kern,Mojave Unified,Robert P. Ulrich Elementary,N,,,K,3,654,510,514,78.6%,522,526,80.4%,
2013-14,15,63677,6111272,Kern,Mojave Unified,California City Middle,N,,,7,8,306,232,235,76.8%,235,238,77.8%,
2013-14,15,63685,1530997,Kern,Muroc Joint Unified,Boron Junior-Senior High,N,,,7,12,260,148,149,57.3%,161,162,62.3%,
2013-14,15,63685,1531987,Kern,Muroc Joint Unified,Desert Junior-Senior High,N,,,7,12,619,30,33,5.3%,58,61,9.9%,
2013-14,15,63685,6009880,Kern,Muroc Joint Unified,Irving L. Branch Elementary,N,,,K,6,832,57,59,7.1%,138,140,16.8%,
2013-14,15,63685,6009906,Kern,Muroc Joint Unified,West Boron Elementary,N,,,K,6,312,192,193,61.9%,205,206,66.0%,
2013-14,15,63693,0113738,Kern,Norris Elementary,Veterans Elementary,N,,,K,6,958,89,90,9.4%,163,164,17.1%,
2013-14,15,63693,6009914,Kern,Norris Elementary,Norris Elementary,N,,,K,6,969,101,105,10.8%,154,158,16.3%,
2013-14,15,63693,6103493,Kern,Norris Elementary,Norris Middle,N,,,7,8,879,110,112,12.7%,152,154,17.5%,
2013-14,15,63693,6108575,Kern,Norris Elementary,Olive Drive Elementary,N,,,K,6,567,96,97,17.1%,129,130,22.9%,
2013-14,15,63693,6118681,Kern,Norris Elementary,William B. Bimat Elementary,N,,,K,6,544,55,61,11.2%,83,87,16.0%,
2013-14,15,63719,6009963,Kern,Pond Union Elementary,Pond Elementary,N,,,K,8,221,185,185,83.7%,213,213,96.4%,
2013-14,15,63750,0111245,Kern,Rosedale Union Elementary,American Elementary,N,,,K,6,675,83,84,12.4%,116,117,17.3%,
2013-14,15,63750,6010029,Kern,Rosedale Union Elementary,Rosedale Middle,N,,,7,8,699,114,115,16.5%,151,152,21.7%,
2013-14,15,63750,6096127,Kern,Rosedale Union Elementary,Rosedale-North Elementary,N,,,K,6,472,133,136,28.8%,179,179,37.9%,
