id,name,district,city,enrollment,up_to_date_count,conditional_count,personal_belief_exemption_count,permanent_medical_exemption_count,up_to_date_percent,conditional_percent,personal_belief_exemption_percent,permanent_medical_exemption_percent,type,is_religious,religion,frpm_percent,latitude,longitude
125005,TELESIS ACADEMY OF SCIENCE & MATH,ROWLAND UNIFIED,WEST COVINA,67,67,0,0,0,100,0,0,0,PUBLIC,,,76.7,34.0061012,-117.8845968
129031,ROWLAND HEIGHTS CHARTER ACADEMY,ROWLAND UNIFIED,ROWLAND HEIGHTS,17,12,5,0,0,71,29,0,0,PUBLIC,,,76.9,33.9947576,-117.8840784
6022222,BLANDFORD ELEMENTARY,ROWLAND UNIFIED,ROWLAND HEIGHTS,81,79,1,0,1,98,1,0,1,PUBLIC,,,42.5,33.971733,-117.89692
6022271,HOLLINGWORTH ELEMENTARY,ROWLAND UNIFIED,WEST COVINA,62,60,1,1,0,97,2,2,0,PUBLIC,,,79,34.006843,-117.87898
6022289,HURLEY ELEMENTARY,ROWLAND UNIFIED,LA PUENTE,122,119,3,0,0,98,2,0,0,PUBLIC,,,96.6,34.011577,-117.928
6022297,JELLICK ELEMENTARY,ROWLAND UNIFIED,ROWLAND HEIGHTS,69,67,2,0,0,97,3,0,0,PUBLIC,,,86.3,33.991535,-117.9008
6022305,KILLIAN ELEMENTARY,ROWLAND UNIFIED,ROWLAND HEIGHTS,82,79,0,3,0,96,0,4,0,PUBLIC,,,59.5,33.982083,-117.88699
6022321,NORTHAM ELEMENTARY,ROWLAND UNIFIED,LA PUENTE,78,77,1,0,0,99,1,0,0,PUBLIC,,,94.8,34.014104,-117.91379
6022347,RORIMER ELEMENTARY,ROWLAND UNIFIED,LA PUENTE,82,80,1,1,0,98,1,1,0,PUBLIC,,,91.5,34.006521,-117.89373
6022354,ROWLAND ELEMENTARY,ROWLAND UNIFIED,ROWLAND HEIGHTS,82,80,1,1,0,98,1,1,0,PUBLIC,,,90.4,33.982932,-117.90581
6022362,SHELYN ELEMENTARY,ROWLAND UNIFIED,ROWLAND HEIGHTS,44,44,0,0,0,100,0,0,0,PUBLIC,,,50.9,33.982838,-117.87698
6022388,VILLACORTA ELEMENTARY,ROWLAND UNIFIED,LA PUENTE,83,83,0,0,0,100,0,0,0,PUBLIC,,,95.6,34.01809,-117.91215
6022404,YBARRA ACADEMY FOR THE ARTS AND TECHNOLOGY,ROWLAND UNIFIED,WALNUT,57,56,1,0,0,98,2,0,0,PUBLIC,,,47.9,33.991839,-117.87284
6022412,YORBITA ELEMENTARY,ROWLAND UNIFIED,LA PUENTE,66,66,0,0,0,100,0,0,0,PUBLIC,,,95.2,34.010171,-117.90725
6103352,STANLEY G. OSWALT ACADEMY,ROWLAND UNIFIED,WALNUT,103,97,6,0,0,94,6,0,0,PUBLIC,,,33.2,34.020396,-117.89021
6023352,CASTLE ROCK ELEMENTARY,WALNUT VALLEY UNIFIED,DIAMOND BAR,94,93,1,0,0,99,1,0,0,PUBLIC,,,6.7,33.972481,-117.84234
6023360,COLLEGEWOOD ELEMENTARY,WALNUT VALLEY UNIFIED,WALNUT VALLEY,85,85,0,0,0,100,0,0,0,PUBLIC,,,20.1,34.048913,-117.85273
6023378,EVERGREEN ELEMENTARY,WALNUT VALLEY UNIFIED,DIAMOND BAR,81,81,0,0,0,100,0,0,0,PUBLIC,,,15.2,33.9798,-117.834
6023394,VEJAR ELEMENTARY,WALNUT VALLEY UNIFIED,WALNUT,63,57,5,1,0,90,8,2,0,PUBLIC,,,23.4,34.01714,-117.86172
6023402,WALNUT ELEMENTARY,WALNUT VALLEY UNIFIED,WALNUT,98,97,1,0,0,99,1,0,0,PUBLIC,,,25.1,34.001766,-117.85315
6095467,CYRUS J. MORRIS ELEMENTARY,WALNUT VALLEY UNIFIED,WALNUT,78,73,5,0,0,94,6,0,0,PUBLIC,,,33.6,34.011678,-117.86827
6100309,MAPLE HILL ELEMENTARY,WALNUT VALLEY UNIFIED,DIAMOND BAR,64,62,1,1,0,97,2,2,0,PUBLIC,,,18.1,33.996694,-117.8259
6106918,QUAIL SUMMIT ELEMENTARY,WALNUT VALLEY UNIFIED,DIAMOND BAR,69,66,0,3,0,96,0,4,0,PUBLIC,,,11.5,33.996111,-117.81129
6108336,LEONARD G. WESTHOFF ELEMENTARY,WALNUT VALLEY UNIFIED,WALNUT,68,67,1,0,0,99,1,0,0,PUBLIC,,,12.4,34.040022,-117.86062
128603,"ALBERT EINSTEIN ACADEMY ELEMENTARY, SANTA CLARITA CAMPUS",ACTON-AGUA DULCE UNIFIED,VALENCIA,65,62,0,3,0,95,0,5,0,PUBLIC,,,6,34.4374788,-118.577028
129742,HOPE CHARTER ACADEMY,ACTON-AGUA DULCE UNIFIED,ACTON,11,7,0,4,0,64,0,36,0,PUBLIC,,,,34.4909508,-118.1615828
130773,ACADEMY OF ARTS AND SCIENCES: LOS ANGELES -K-8-,ACTON-AGUA DULCE UNIFIED,LOS ANGELES,13,4,9,0,0,31,69,0,0,PUBLIC,,,,34.1720407,-118.5147278
130914,VALLEY PREP K-5,ACTON-AGUA DULCE UNIFIED,PACOIMA,27,0,27,0,0,0,100,0,0,PUBLIC,,,,34.27499890000001,-118.4131035
6115679,MEADOWLARK ELEMENTARY,ACTON-AGUA DULCE UNIFIED,ACTON,62,56,6,0,0,90,10,0,0,PUBLIC,,,36.3,34.473565,-118.18294
6011001,BRIGHTWOOD ELEMENTARY,ALHAMBRA UNIFIED,MONTEREY PARK,86,86,0,0,0,100,0,0,0,PUBLIC,,,40.1,34.046371,-118.15241
6011019,EMERY PARK ELEMENTARY,ALHAMBRA UNIFIED,ALHAMBRA,40,38,2,0,0,95,5,0,0,PUBLIC,,,65.1,34.087792,-118.15435
6011027,FREMONT ELEMENTARY,ALHAMBRA UNIFIED,ALHAMBRA,51,51,0,0,0,100,0,0,0,PUBLIC,,,68.2,34.071211,-118.15048
6011035,GARFIELD ELEMENTARY,ALHAMBRA UNIFIED,ALHAMBRA,55,50,4,1,0,91,7,2,0,PUBLIC,,,63.9,34.101525,-118.13289
6011043,GRANADA ELEMENTARY,ALHAMBRA UNIFIED,ALHAMBRA,47,43,3,1,0,91,6,2,0,PUBLIC,,,64.9,34.100816,-118.11832
6011050,MARGUERITA ELEMENTARY,ALHAMBRA UNIFIED,ALHAMBRA,46,45,1,0,0,98,2,0,0,PUBLIC,,,69.4,34.075681,-118.13823
6011068,MARTHA BALDWIN ELEMENTARY,ALHAMBRA UNIFIED,ALHAMBRA,124,122,1,1,0,98,1,1,0,PUBLIC,,,64.3,34.106427,-118.12707
6011076,MONTEREY HIGHLANDS ELEMENTARY,ALHAMBRA UNIFIED,MONTEREY PARK,86,84,0,2,0,98,0,2,0,PUBLIC,,,50.9,34.056585,-118.15657
6011084,PARK ELEMENTARY,ALHAMBRA UNIFIED,ALHAMBRA,79,75,2,2,0,95,3,3,0,PUBLIC,,,70.9,34.095252,-118.14209
6011092,RAMONA ELEMENTARY,ALHAMBRA UNIFIED,ALHAMBRA,79,78,1,0,0,99,1,0,0,PUBLIC,,,71.5,34.076014,-118.12815
6011100,REPETTO ELEMENTARY,ALHAMBRA UNIFIED,MONTEREY PARK,66,66,0,0,0,100,0,0,0,PUBLIC,,,48.4,34.054003,-118.12842
6011118,WILLIAM NORTHRUP ELEMENTARY,ALHAMBRA UNIFIED,ALHAMBRA,58,57,0,1,0,98,0,2,0,PUBLIC,,,79.3,34.096805,-118.13503
6011126,YNEZ ELEMENTARY,ALHAMBRA UNIFIED,MONTEREY PARK,63,61,2,0,0,97,3,0,0,PUBLIC,,,72,34.062074,-118.12907
118760,BARACK OBAMA CHARTER,SBE - BARACK OBAMA CHARTER,LOS ANGELES,66,66,0,0,0,100,0,0,0,PUBLIC,,,90.8,33.925964,-118.24441
121137,INGENIUM CHARTER,SBE - INGENIUM CHARTER,CANOGA PARK,80,77,1,2,0,96,1,3,0,PUBLIC,,,81.8,34.110492,-117.70421
102020,TODAY'S FRESH START CHARTER,SBE - TODAY'S FRESH START CHARTER,LOS ANGELES,141,141,0,0,0,100,0,0,0,PUBLIC,,,93.8,34.0021951,-118.3302785
128728,DA VINCI INNOVATION ACADEMY,WISEBURN UNIFIED,HAWTHORNE,42,26,7,9,0,62,17,21,0,PUBLIC,,,7.4,33.9088359,-118.3778113
6023808,JUAN DE ANZA ELEMENTARY,WISEBURN UNIFIED,HAWTHORNE,105,104,0,1,0,99,0,1,0,PUBLIC,,,43.6,33.9231498,-118.3713488
6023824,JUAN CABRILLO ELEMENTARY,WISEBURN UNIFIED,HAWTHORNE,192,163,25,4,0,85,13,2,0,PUBLIC,,,40.2,33.9101603,-118.3728242
6077200,GOULD EDUCATIONAL CENTER,MADERA COUNTY OFFICE OF EDUCATION,MADERA,16,15,0,1,0,94,0,6,0,PUBLIC,,,84.3,36.952633,-120.02932
6023865,ALVIEW ELEMENTARY,ALVIEW-DAIRYLAND UNION ELEMENTARY,CHOWCHILLA,40,39,1,0,0,98,3,0,0,PUBLIC,,,69.3,37.050629,-120.47344
6024087,OAKHURST ELEMENTARY,BASS LAKE JOINT UNION ELEMENTARY,OAKHURST,59,55,1,3,0,93,2,5,0,PUBLIC,,,71.2,37.3297167,-119.6376418
6024111,WASUMA ELEMENTARY,BASS LAKE JOINT UNION ELEMENTARY,AHWAHNEE,31,22,5,4,0,71,16,13,0,PUBLIC,,,50.3,37.3929305,-119.7372025
6023899,STEPHENS ELEMENTARY,CHOWCHILLA ELEMENTARY,CHOWCHILLA,245,243,1,1,0,99,0,0,0,PUBLIC,,,78.7,37.12247,-120.26485
100016,SHERMAN THOMAS CHARTER,MADERA UNIFIED,MADERA,21,20,0,1,0,95,0,5,0,PUBLIC,,,50,36.952695,-120.08106
107938,EZEQUIEL TAFOYA ALVARADO ACADEMY,MADERA UNIFIED,MADERA,51,47,4,0,0,92,8,0,0,PUBLIC,,,94.8,36.98693,-120.06964
113050,JOHN J. PERSHING ELEMENTARY,MADERA UNIFIED,MADERA,146,139,7,0,0,95,5,0,0,PUBLIC,,,93.5,36.986762,-120.04605
116970,PARKWOOD ELEMENTARY,MADERA UNIFIED,MADERA,119,118,1,0,0,99,1,0,0,PUBLIC,,,93.8,36.938171,-120.04596
129544,EASTIN ARCOLA,MADERA UNIFIED,MADERA,39,38,1,0,0,97,3,0,0,PUBLIC,,,,36.8658671,-120.0093622
6023949,DIXIELAND ELEMENTARY,MADERA UNIFIED,MADERA,47,42,5,0,0,89,11,0,0,PUBLIC,,,88.5,37.017515,-120.20238
6023964,GEORGE WASHINGTON ELEMENTARY,MADERA UNIFIED,MADERA,132,127,5,0,0,96,4,0,0,PUBLIC,,,99.9,36.970394,-120.06192
6023972,HOWARD ELEMENTARY,MADERA UNIFIED,MADERA,57,51,6,0,0,89,11,0,0,PUBLIC,,,72.6,36.951065,-120.1561
6023980,JAMES MADISON ELEMENTARY,MADERA UNIFIED,MADERA,107,105,2,0,0,98,2,0,0,PUBLIC,,,96.7,36.952702,-120.06504
6023998,JAMES MONROE ELEMENTARY,MADERA UNIFIED,MADERA,120,119,1,0,0,99,1,0,0,PUBLIC,,,96.8,36.984866,-120.05612
6024004,JOHN ADAMS ELEMENTARY,MADERA UNIFIED,MADERA,122,120,2,0,0,98,2,0,0,PUBLIC,,,74,36.95826,-120.08045
6024012,LA VINA ELEMENTARY,MADERA UNIFIED,MADERA,32,29,3,0,0,91,9,0,0,PUBLIC,,,96,36.874523,-120.12851
6024020,MILLVIEW ELEMENTARY,MADERA UNIFIED,MADERA,128,105,23,0,0,82,18,0,0,PUBLIC,,,97.5,36.970163,-120.04123
6024046,SIERRA VISTA ELEMENTARY,MADERA UNIFIED,MADERA,135,132,3,0,0,98,2,0,0,PUBLIC,,,98.3,36.952746,-120.04578
6100820,WEBSTER ELEMENTARY,GOLDEN VALLEY UNIFIED,MADERA,52,46,5,1,0,88,10,2,0,PUBLIC,,,39.8,36.929602,-119.88563
6107122,ALPHA ELEMENTARY,MADERA UNIFIED,MADERA,121,121,0,0,0,100,0,0,0,PUBLIC,,,91.8,36.944023,-120.06502
6112312,LINCOLN ELEMENTARY,MADERA UNIFIED,MADERA,122,120,2,0,0,98,2,0,0,PUBLIC,,,64.8,36.961021,-120.1035
6024079,NORTH FORK ELEMENTARY,CHAWANAKEE UNIFIED,NORTH FORK,34,19,7,8,0,56,21,24,0,PUBLIC,,,75.5,37.226914,-119.50157
6024103,SPRING VALLEY ELEMENTARY,CHAWANAKEE UNIFIED,O'NEALS,20,15,4,1,0,75,20,5,0,PUBLIC,,,40.7,37.124354,-119.73653
6103824,SIERRA VIEW ELEMENTARY,GOLDEN VALLEY UNIFIED,MADERA,70,56,1,8,5,80,1,11,7,PUBLIC,,,32.4,36.984662,-119.87937
6023915,COARSEGOLD ELEMENTARY,YOSEMITE UNIFIED,COARSEGOLD,55,43,2,10,0,78,4,18,0,PUBLIC,,,59.9,37.257995,-119.71714
6110019,RIVERGOLD ELEMENTARY,YOSEMITE UNIFIED,COARSEGOLD,51,44,5,2,0,86,10,4,0,PUBLIC,,,45.3,37.168481,-119.8353
6110076,MOUNTAIN HOME CHARTER -ALTERNATIVE-,YOSEMITE UNIFIED,OAKHURST,16,8,5,3,0,50,31,19,0,PUBLIC,,,31.7,37.348612,-119.64226
6069504,MARIN COUNTY SPECIAL EDUCATION,MARIN COUNTY OFFICE OF EDUCATION,SAN RAFAEL,14,11,2,1,0,79,14,7,0,PUBLIC,,,28.1,38.013901,-122.54983
6024137,BOLINAS-STINSON ELEMENTARY,BOLINAS-STINSON UNION,BOLINAS,11,2,5,4,0,18,45,36,0,PUBLIC,,,32.8,37.909897,-122.6881
6024160,DIXIE ELEMENTARY,DIXIE ELEMENTARY,SAN RAFAEL,86,78,0,8,0,91,0,9,0,PUBLIC,,,6.1,38.029018,-122.57423
6024194,MARY E. SILVEIRA ELEMENTARY,DIXIE ELEMENTARY,SAN RAFAEL,82,76,0,6,0,93,0,7,0,PUBLIC,,,17.8,38.037745,-122.53988
6024244,VALLECITO ELEMENTARY,DIXIE ELEMENTARY,SAN RAFAEL,92,89,0,3,0,97,0,3,0,PUBLIC,,,15.1,38.006346,-122.55119
6024277,MANOR ELEMENTARY,ROSS VALLEY ELEMENTARY,FAIRFAX,64,44,3,17,0,69,5,27,0,PUBLIC,,,15,37.996948,-122.59406
6024319,ANTHONY G. BACICH ELEMENTARY,KENTFIELD ELEMENTARY,KENTFIELD,157,137,7,13,0,87,4,8,0,PUBLIC,,,3.7,37.952135,-122.53908
6024335,LAGUNITAS ELEMENTARY,LAGUNITAS ELEMENTARY,SAN GERONIMO,14,13,0,1,0,93,0,7,0,PUBLIC,,,20.1,38.017501,-122.67544
6024343,SAN GERONIMO VALLEY ELEMENTARY,LAGUNITAS ELEMENTARY,SAN GERONIMO,19,3,5,11,0,16,26,58,0,PUBLIC,,,18.6,38.017508,-122.67543
129148,COVE,LARKSPUR-CORTE MADERA,CORTE MADERA,95,92,1,2,0,97,1,2,0,PUBLIC,,,,37.92116490000001,-122.4993417
6024376,NEIL CUMMINS ELEMENTARY,LARKSPUR-CORTE MADERA,CORTE MADERA,87,77,4,6,0,89,5,7,0,PUBLIC,,,9.9,37.928852,-122.52279
6024418,EDNA MAGUIRE ELEMENTARY,MILL VALLEY ELEMENTARY,MILL VALLEY,105,89,3,13,0,85,3,12,0,PUBLIC,,,4.3,37.908293,-122.52374
6024442,OLD MILL ELEMENTARY,MILL VALLEY ELEMENTARY,MILL VALLEY,48,41,3,4,0,85,6,8,0,PUBLIC,,,2.4,37.905935,-122.55347
6024459,PARK ELEMENTARY,MILL VALLEY ELEMENTARY,MILL VALLEY,58,50,7,1,0,86,12,2,0,PUBLIC,,,0.5,37.917862,-122.55315
6024467,STRAWBERRY POINT ELEMENTARY,MILL VALLEY ELEMENTARY,MILL VALLEY,63,58,0,5,0,92,0,8,0,PUBLIC,,,9.9,37.898445,-122.50467
6024475,TAMALPAIS VALLEY ELEMENTARY,MILL VALLEY ELEMENTARY,MILL VALLEY,84,74,5,5,0,88,6,6,0,PUBLIC,,,1.8,37.874254,-122.52783
6024491,HAMILTON MEADOW PARK,NOVATO UNIFIED,NOVATO,64,60,2,2,0,94,3,3,0,PUBLIC,,,62.9,38.056205,-122.52886
6024509,LOMA VERDE ELEMENTARY,NOVATO UNIFIED,NOVATO,82,80,0,2,0,98,0,2,0,PUBLIC,,,50.6,38.065531,-122.54617
6024517,LU SUTTON ELEMENTARY,NOVATO UNIFIED,NOVATO,71,67,0,2,2,94,0,3,3,PUBLIC,,,56.7,38.10627,-122.58547
6024525,LYNWOOD ELEMENTARY,NOVATO UNIFIED,NOVATO,55,54,1,0,0,98,2,0,0,PUBLIC,,,72,38.08698,-122.56231
6024558,OLIVE ELEMENTARY,NOVATO UNIFIED,NOVATO,60,59,1,0,0,98,2,0,0,PUBLIC,,,48.9,38.109265,-122.55615
6024574,PLEASANT VALLEY ELEMENTARY,NOVATO UNIFIED,NOVATO,96,93,0,3,0,97,0,3,0,PUBLIC,,,11,38.108311,-122.61441
6024582,RANCHO ELEMENTARY,NOVATO UNIFIED,NOVATO,77,70,7,0,0,91,9,0,0,PUBLIC,,,16.3,38.09373,-122.57107
6024590,SAN RAMON ELEMENTARY,NOVATO UNIFIED,NOVATO,85,81,3,1,0,95,4,1,0,PUBLIC,,,23.5,38.119625,-122.60549
6113229,NOVATO CHARTER,NOVATO UNIFIED,NOVATO,28,24,0,4,0,86,0,14,0,PUBLIC,,,1.5,38.055647,-122.52499
6024657,REED ELEMENTARY,REED UNION ELEMENTARY,TIBURON,147,119,17,11,0,81,12,7,0,PUBLIC,,,1.7,37.881242,-122.46484
6024673,ROSS ELEMENTARY,ROSS ELEMENTARY,ROSS,38,35,0,3,0,92,0,8,0,PUBLIC,,,0.3,37.96242,-122.55625
6024681,BROOKSIDE ELEMENTARY,ROSS VALLEY ELEMENTARY,SAN ANSELMO,56,44,4,8,0,79,7,14,0,PUBLIC,,,6.8,37.990589,-122.57704
6024731,WADE THOMAS ELEMENTARY,ROSS VALLEY ELEMENTARY,SAN ANSELMO,67,58,2,7,0,87,3,10,0,PUBLIC,,,9.2,37.97121,-122.56751
121517,SHORT ELEMENTARY,SAN RAFAEL CITY ELEMENTARY,SAN RAFAEL,39,28,11,0,0,72,28,0,0,PUBLIC,,,95.6,37.9676359,-122.5355188
6024756,BAHIA VISTA ELEMENTARY,SAN RAFAEL CITY ELEMENTARY,SAN RAFAEL,94,83,11,0,0,88,12,0,0,PUBLIC,,,99.5,37.966662,-122.49811
6024764,COLEMAN ELEMENTARY,SAN RAFAEL CITY ELEMENTARY,SAN RAFAEL,73,51,21,0,1,70,29,0,1,PUBLIC,,,48.9,37.978325,-122.51997
6024772,VENETIA VALLEY ELEMENTARY,SAN RAFAEL CITY ELEMENTARY,SAN RAFAEL,107,75,31,1,0,70,29,1,0,PUBLIC,,,77.5,38.000968,-122.52454
6024780,GLENWOOD ELEMENTARY,SAN RAFAEL CITY ELEMENTARY,SAN RAFAEL,84,54,29,1,0,64,35,1,0,PUBLIC,,,17.1,37.985603,-122.47683
6024814,LAUREL DELL ELEMENTARY,SAN RAFAEL CITY ELEMENTARY,SAN RAFAEL,22,18,4,0,0,82,18,0,0,PUBLIC,,,83,37.96406,-122.526
6024830,SAN PEDRO ELEMENTARY,SAN RAFAEL CITY ELEMENTARY,SAN RAFAEL,119,104,15,0,0,87,13,0,0,PUBLIC,,,94.3,37.975134,-122.49003
6024863,SUN VALLEY ELEMENTARY,SAN RAFAEL CITY ELEMENTARY,SAN RAFAEL,89,51,38,0,0,57,43,0,0,PUBLIC,,,18.5,37.985366,-122.55018
6024889,BAYSIDE MARTIN LUTHER KING JR. ACADEMY,SAUSALITO MARIN CITY,SAUSALITO,31,23,8,0,0,74,26,0,0,PUBLIC,,,91,37.864152,-122.50103
6118491,WILLOW CREEK ACADEMY,SAUSALITO MARIN CITY,SAUSALITO,40,33,4,3,0,83,10,8,0,PUBLIC,,,50.9,37.864152,-122.50103
6024921,TOMALES ELEMENTARY,SHORELINE UNIFIED,TOMALES,17,16,1,0,0,94,6,0,0,PUBLIC,,,62.4,38.245632,-122.90381
6024947,INVERNESS ELEMENTARY,SHORELINE UNIFIED,INVERNESS,21,16,4,1,0,76,19,5,0,PUBLIC,,,64.5,38.098593,-122.85557
124578,HIDDEN VALLEY ELEMENTARY,ROSS VALLEY ELEMENTARY,SAN ANSELMO,58,54,0,4,0,93,0,7,0,PUBLIC,,,6.9,38.005577,-122.573682
125823,SIERRA FOOTHILL CHARTER,MARIPOSA COUNTY UNIFIED,CATHEYS VALLEY,24,12,4,8,0,50,17,33,0,PUBLIC,,,56.7,37.423761,-120.101321
6025001,YOSEMITE NATIONAL PARK EL PORTAL,MARIPOSA COUNTY UNIFIED,EL PORTAL,17,14,1,2,0,82,6,12,0,PUBLIC,,,43.4,37.674939,-119.80552
6025035,MARIPOSA ELEMENTARY,MARIPOSA COUNTY UNIFIED,MARIPOSA,51,45,2,4,0,88,4,8,0,PUBLIC,,,70.4,37.486515,-119.96413
6025050,WOODLAND ELEMENTARY,MARIPOSA COUNTY UNIFIED,MARIPOSA,43,36,2,5,0,84,5,12,0,PUBLIC,,,55.7,37.459573,-119.83604
6103477,LAKE DON PEDRO ELEMENTARY,MARIPOSA COUNTY UNIFIED,LA GRANGE,22,18,0,4,0,82,0,18,0,PUBLIC,,,67.3,37.6724,-120.35844
6025084,ANDERSON VALLEY ELEMENTARY,ANDERSON VALLEY UNIFIED,BOONVILLE,34,32,0,2,0,94,0,6,0,PUBLIC,,,85.5,39.035647,-123.39206
6025092,ARENA ELEMENTARY,ARENA UNION ELEMENTARY,POINT ARENA,26,24,0,2,0,92,0,8,0,PUBLIC,,,74.8,38.911678,-123.69277
6025126,REDWOOD ELEMENTARY,FORT BRAGG UNIFIED,FORT BRAGG,133,77,55,1,0,58,41,1,0,PUBLIC,,,77,39.438857,-123.79554
6025167,MENDOCINO K-8,MENDOCINO UNIFIED,MENDOCINO,26,13,7,6,0,50,27,23,0,PUBLIC,,,38.8,39.312445,-123.78445
2330272,EEL RIVER CHARTER,ROUND VALLEY UNIFIED,COVELO,13,9,3,1,0,69,23,8,0,PUBLIC,,,89.4,39.917933,-123.31929
6025175,ROUND VALLEY ELEMENTARY,ROUND VALLEY UNIFIED,COVELO,28,20,7,1,0,71,25,4,0,PUBLIC,,,98.4,39.795182,-123.25756
101147,GRACE HUDSON ELEMENTARY,UKIAH UNIFIED,UKIAH,94,87,6,1,0,93,6,1,0,PUBLIC,,,77.1,39.124031,-123.20487
115055,RIVER OAK CHARTER,UKIAH UNIFIED,UKIAH,41,25,1,15,0,61,2,37,0,PUBLIC,,,51.5,39.146893,-123.20078
6025183,CALPELLA ELEMENTARY,UKIAH UNIFIED,UKIAH,113,108,5,0,0,96,4,0,0,PUBLIC,,,78.9,39.233841,-123.20381
6025191,FRANK ZEEK ELEMENTARY,UKIAH UNIFIED,UKIAH,95,94,1,0,0,99,1,0,0,PUBLIC,,,80.4,39.159278,-123.2141
6025217,NOKOMIS ELEMENTARY,UKIAH UNIFIED,UKIAH,80,76,4,0,0,95,5,0,0,PUBLIC,,,92.1,39.133955,-123.21377
6025225,OAK MANOR ELEMENTARY,UKIAH UNIFIED,UKIAH,93,89,4,0,0,96,4,0,0,PUBLIC,,,92.2,39.146297,-123.19025
6025274,YOKAYO ELEMENTARY,UKIAH UNIFIED,UKIAH,80,76,0,3,1,95,0,4,1,PUBLIC,,,75.8,39.143048,-123.21089
6117386,TREE OF LIFE CHARTER,UKIAH UNIFIED,UKIAH,19,10,7,2,0,53,37,11,0,PUBLIC,,,45.8,39.16747,-123.20591
125658,WILLITS ELEMENTARY CHARTER,WILLITS UNIFIED,WILLITS,23,17,3,3,0,74,13,13,0,PUBLIC,,,67.7,39.412172,-123.347591
6025290,BROOKSIDE ELEMENTARY,WILLITS UNIFIED,WILLITS,123,93,21,8,1,76,17,7,1,PUBLIC,,,77.5,39.412565,-123.36122
6025308,LAYTONVILLE ELEMENTARY,LAYTONVILLE UNIFIED,LAYTONVILLE,31,17,7,7,0,55,23,23,0,PUBLIC,,,73.6,39.683781,-123.48479
6025241,POTTER VALLEY ELEMENTARY,POTTER VALLEY COMMUNITY UNIFIED,POTTER VALLEY,23,22,1,0,0,96,4,0,0,PUBLIC,,,80.4,39.321763,-123.1236
6069199,MERCED COUNTY SPECIAL EDUCATION,MERCED COUNTY OFFICE OF EDUCATION,MERCED,56,50,6,0,0,89,11,0,0,PUBLIC,,,77,37.29785,-120.48784
6025316,AILEEN COLBURN ELEMENTARY,ATWATER ELEMENTARY,ATWATER,72,69,3,0,0,96,4,0,0,PUBLIC,,,94.5,37.352807,-120.61858
6025324,BELLEVUE ELEMENTARY,ATWATER ELEMENTARY,ATWATER,104,101,1,2,0,97,1,2,0,PUBLIC,,,96.1,37.360456,-120.58536
6025332,ELMER WOOD ELEMENTARY,ATWATER ELEMENTARY,ATWATER,104,100,3,1,0,96,3,1,0,PUBLIC,,,80.2,37.361766,-120.6059
6025340,MITCHELL ELEMENTARY,ATWATER ELEMENTARY,ATWATER,80,71,8,1,0,89,10,1,0,PUBLIC,,,91,37.352914,-120.61227
6025365,SHAFFER ELEMENTARY,ATWATER ELEMENTARY,ATWATER,97,92,3,1,1,95,3,1,1,PUBLIC,,,85.9,37.346837,-120.59764
6025373,THOMAS OLAETA ELEMENTARY,ATWATER ELEMENTARY,ATWATER,78,69,5,4,0,88,6,5,0,PUBLIC,,,75,37.35514,-120.59758
6113161,PEGGY HELLER ELEMENTARY,ATWATER ELEMENTARY,ATWATER,97,89,6,2,0,92,6,2,0,PUBLIC,,,64,37.370054,-120.59502
6025399,CRESSEY ELEMENTARY,BALLICO-CRESSEY ELEMENTARY,CRESSEY,42,42,0,0,0,100,0,0,0,PUBLIC,,,67.7,37.421325,-120.66636
6025407,EL CAPITAN ELEMENTARY,DELHI UNIFIED,DELHI,47,44,3,0,0,94,6,0,0,PUBLIC,,,92.1,37.435226,-120.77132
6025415,SCHENDEL ELEMENTARY,DELHI UNIFIED,DELHI,91,89,1,1,0,98,1,1,0,PUBLIC,,,94,37.428066,-120.77896
6025431,DOS PALOS ELEMENTARY,DOS PALOS ORO LOMA JOINT UNIFIED,DOS PALOS,225,221,4,0,0,98,2,0,0,PUBLIC,,,92.6,36.984845,-120.63106
6025456,EL NIDO ELEMENTARY,EL NIDO ELEMENTARY,EL NIDO,25,25,0,0,0,100,0,0,0,PUBLIC,,,84.2,37.134716,-120.47741
6025464,ELIM ELEMENTARY,HILMAR UNIFIED,HILMAR,164,153,10,1,0,93,6,1,0,PUBLIC,,,55.8,37.403138,-120.85017
6025472,MERQUIN ELEMENTARY,HILMAR UNIFIED,STEVINSON,26,20,6,0,0,77,23,0,0,PUBLIC,,,91.3,37.327705,-120.85614
6025498,LE GRAND ELEMENTARY,LE GRAND UNION ELEMENTARY,LE GRAND,35,33,0,2,0,94,0,6,0,PUBLIC,,,85.3,37.2284,-120.25222
6025506,CAMPUS PARK ELEMENTARY,LIVINGSTON UNION,LIVINGSTON,97,94,2,1,0,97,2,1,0,PUBLIC,,,91,37.380706,-120.7176
6025522,SELMA HERNDON ELEMENTARY,LIVINGSTON UNION,LIVINGSTON,131,129,1,1,0,98,1,1,0,PUBLIC,,,79.2,37.384045,-120.72671
6109649,YAMATO COLONY ELEMENTARY,LIVINGSTON UNION,LIVINGSTON,90,90,0,0,0,100,0,0,0,PUBLIC,,,76.7,37.393232,-120.71911
102624,LORENA FALASCO ELEMENTARY,LOS BANOS UNIFIED,LOS BANOS,112,109,2,1,0,97,2,1,0,PUBLIC,,,84.8,37.073762,-120.84951
