id,name,district,city,enrollment,up_to_date_count,conditional_count,personal_belief_exemption_count,permanent_medical_exemption_count,up_to_date_percent,conditional_percent,personal_belief_exemption_percent,permanent_medical_exemption_percent,type,is_religious,religion,frpm_percent,latitude,longitude
6037782,JEFFERSON ELEMENTARY,CARLSBAD UNIFIED,CARLSBAD,58,52,1,5,0,90,2,9,0,PUBLIC,,,50.7,33.153796,-117.33955
6037790,MAGNOLIA ELEMENTARY,CARLSBAD UNIFIED,CARLSBAD,76,64,0,11,1,84,0,14,1,PUBLIC,,,15.9,33.160101,-117.32672
6099352,KELLY ELEMENTARY,CARLSBAD UNIFIED,CARLSBAD,67,59,5,3,0,88,7,4,0,PUBLIC,,,7.6,33.148365,-117.31119
6106512,HOPE ELEMENTARY,CARLSBAD UNIFIED,CARLSBAD,90,67,19,3,1,74,21,3,1,PUBLIC,,,11.5,33.151068,-117.33883
6109201,AVIARA OAKS ELEMENTARY,CARLSBAD UNIFIED,CARLSBAD,99,93,0,6,0,94,0,6,0,PUBLIC,,,14.2,33.10132,-117.27669
6116578,PACIFIC RIM ELEMENTARY,CARLSBAD UNIFIED,CARLSBAD,131,118,2,11,0,90,2,8,0,PUBLIC,,,4.5,33.110225,-117.30595
6120711,CALAVERA HILLS ELEMENTARY,CARLSBAD UNIFIED,CARLSBAD,66,65,0,1,0,98,0,2,0,PUBLIC,,,34.2,33.172385,-117.29083
101071,COASTAL ACADEMY,OCEANSIDE UNIFIED,OCEANSIDE,133,93,16,24,0,70,12,18,0,PUBLIC,,,13.2,33.212429,-117.28718
113514,LOUISE FOUSSAT ELEMENTARY,OCEANSIDE UNIFIED,OCEANSIDE,135,133,0,2,0,99,0,1,0,PUBLIC,,,75.3,33.238878,-117.32945
6038848,LAUREL ELEMENTARY,OCEANSIDE UNIFIED,OCEANSIDE,96,93,2,1,0,97,2,1,0,PUBLIC,,,96.2,33.2084,-117.375
6038855,LIBBY ELEMENTARY,OCEANSIDE UNIFIED,OCEANSIDE,119,116,2,1,0,97,2,1,0,PUBLIC,,,95.7,33.251736,-117.30465
6038871,MISSION ELEMENTARY,OCEANSIDE UNIFIED,OCEANSIDE,108,106,1,1,0,98,1,1,0,PUBLIC,,,96.8,33.205719,-117.36293
6038889,NORTH TERRACE ELEMENTARY,OCEANSIDE UNIFIED,OCEANSIDE,137,132,4,1,0,96,3,1,0,PUBLIC,,,59,33.216836,-117.37768
6038897,PALMQUIST ELEMENTARY,OCEANSIDE UNIFIED,OCEANSIDE,133,121,4,8,0,91,3,6,0,PUBLIC,,,52.2,33.190445,-117.34792
6038905,SAN LUIS REY ELEMENTARY,OCEANSIDE UNIFIED,OCEANSIDE,72,71,1,0,0,99,1,0,0,PUBLIC,,,84.1,33.219678,-117.33623
6038913,SANTA MARGARITA ELEMENTARY,OCEANSIDE UNIFIED,OCEANSIDE,115,108,0,7,0,94,0,6,0,PUBLIC,,,56,33.23162,-117.38226
6038921,SOUTH OCEANSIDE ELEMENTARY,OCEANSIDE UNIFIED,OCEANSIDE,107,97,3,7,0,91,3,7,0,PUBLIC,,,63.1,33.177469,-117.3581
6069108,E. G. GARRISON ELEMENTARY,OCEANSIDE UNIFIED,OCEANSIDE,77,76,0,1,0,99,0,1,0,PUBLIC,,,83.1,33.207352,-117.3349
6088991,DEL RIO ELEMENTARY,OCEANSIDE UNIFIED,OCEANSIDE,65,63,1,0,1,97,2,0,2,PUBLIC,,,89.3,33.257217,-117.30251
6106546,REYNOLDS ELEMENTARY,OCEANSIDE UNIFIED,OCEANSIDE,158,143,8,7,0,91,5,4,0,PUBLIC,,,76.1,33.255837,-117.31438
6108211,CHRISTA MCAULIFFE ELEMENTARY,OCEANSIDE UNIFIED,OCEANSIDE,114,101,7,6,0,89,6,5,0,PUBLIC,,,48.2,33.200525,-117.30625
6109995,IVEY RANCH ELEMENTARY,OCEANSIDE UNIFIED,OCEANSIDE,103,90,1,10,2,87,1,10,2,PUBLIC,,,30.5,33.219418,-117.30101
6115299,STUART MESA ELEMENTARY,OCEANSIDE UNIFIED,OCEANSIDE,152,138,11,3,0,91,7,2,0,PUBLIC,,,53.8,33.254199,-117.40995
6119713,NICHOLS ELEMENTARY,OCEANSIDE UNIFIED,OCEANSIDE,148,147,0,1,0,99,0,1,0,PUBLIC,,,58.6,33.224412,-117.2794
111468,SAN ELIJO ELEMENTARY,SAN MARCOS UNIFIED,SAN MARCOS,200,188,6,6,0,94,3,3,0,PUBLIC,,,15.5,33.1,-117.1953
116467,JOLI ANN LEICHTAG ELEMENTARY,SAN MARCOS UNIFIED,VISTA,109,107,1,1,0,98,1,1,0,PUBLIC,,,82,33.155502,-117.21076
6039069,ALVIN M. DUNN ELEMENTARY,SAN MARCOS UNIFIED,SAN MARCOS,148,147,1,0,0,99,1,0,0,PUBLIC,,,88.4,33.143828,-117.20379
6039077,RICHLAND ELEMENTARY,SAN MARCOS UNIFIED,SAN MARCOS,104,99,3,2,0,95,3,2,0,PUBLIC,,,45.8,33.154732,-117.14013
6039085,SAN MARCOS ELEMENTARY,SAN MARCOS UNIFIED,SAN MARCOS,156,154,2,0,0,99,1,0,0,PUBLIC,,,86.3,33.139798,-117.16962
6105993,LA COSTA MEADOWS ELEMENTARY,SAN MARCOS UNIFIED,CARLSBAD,153,133,4,16,0,87,3,10,0,PUBLIC,,,16.3,33.104534,-117.23992
6107148,KNOB HILL ELEMENTARY,SAN MARCOS UNIFIED,SAN MARCOS,124,115,4,5,0,93,3,4,0,PUBLIC,,,51.3,33.139652,-117.1197
6108872,PALOMA ELEMENTARY,SAN MARCOS UNIFIED,SAN MARCOS,173,161,11,1,0,93,6,1,0,PUBLIC,,,39.9,33.159794,-117.1848
6114169,DISCOVERY ELEMENTARY,SAN MARCOS UNIFIED,SAN MARCOS,136,120,7,7,2,88,5,5,1,PUBLIC,,,27.5,33.129306,-117.19048
6115349,TWIN OAKS ELEMENTARY,SAN MARCOS UNIFIED,SAN MARCOS,102,95,6,1,0,93,6,1,0,PUBLIC,,,58.6,33.17855,-117.15542
6116206,CARRILLO ELEMENTARY,SAN MARCOS UNIFIED,CARLSBAD,160,146,1,13,0,91,1,8,0,PUBLIC,,,20.1,33.119495,-117.24191
100511,LILAC,VALLEY CENTER-PAUMA UNIFIED,VALLEY CENTER,106,91,1,14,0,86,1,13,0,PUBLIC,,,46.6,33.257683,-117.06849
123059,HIGH TECH ELEMENTARY CHULA VISTA,SBC - HIGH TECH HIGH,CHULA VISTA,62,60,0,2,0,97,0,3,0,PUBLIC,,,54.6,32.6166463,-116.9531715
127605,HIGH TECH ELEMENTARY NORTH COUNTY,SBC - HIGH TECH HIGH,SAN MARCOS,61,61,0,0,0,100,0,0,0,PUBLIC,,,55.6,33.1314393,-117.2035778
110122,BONSALL WEST ELEMENTARY,BONSALL UNION ELEMENTARY,OCEANSIDE,74,73,0,1,0,99,0,1,0,PUBLIC,,,24,33.2636504,-117.2935264
6037543,BONSALL ELEMENTARY,BONSALL UNIFIED,BONSALL,160,152,6,2,0,95,4,1,0,PUBLIC,,,36.3,33.2856922,-117.2195921
6113468,VIVIAN BANKS CHARTER,BONSALL UNIFIED,PALA,21,21,0,0,0,100,0,0,0,PUBLIC,,,80.4,33.3653726,-117.0769622
111427,FEINSTEIN -DIANNE- ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,84,75,9,0,0,89,11,0,0,PUBLIC,,,29.6,37.739963,-122.48189
120386,CHINESE IMMERSION SCHOOL AT DEAVILA,SAN FRANCISCO UNIFIED,SAN FRANCISCO,59,57,1,1,0,97,2,2,0,PUBLIC,,,16.5,37.769435,-122.44428
123117,SAN FRANCISCO PUBLIC MONTESSORI,SAN FRANCISCO UNIFIED,SAN FRANCISCO,37,30,4,3,0,81,11,8,0,PUBLIC,,,38.4,37.7926343,-122.4336017
6040695,ALAMO ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,84,74,10,0,0,88,12,0,0,PUBLIC,,,39.9,37.783,-122.48226
6040703,ALVARADO ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,87,80,7,0,0,92,8,0,0,PUBLIC,,,39.8,37.753709,-122.43816
6040737,ARGONNE ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,88,82,5,0,1,93,6,0,1,PUBLIC,,,38.5,37.775144,-122.47683
6040752,CARMICHAEL -BESSIE- FEC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,82,81,1,0,0,99,1,0,0,PUBLIC,,,84.9,37.776093,-122.40645
6040760,HARTE -BRET- ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,41,26,15,0,0,63,37,0,0,PUBLIC,,,96.3,37.718631,-122.38888
6040778,BRYANT ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,41,20,21,0,0,49,51,0,0,PUBLIC,,,95.8,37.755258,-122.40849
6040828,CLARENDON ALTERNATIVE ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,86,86,0,0,0,100,0,0,0,PUBLIC,,,20.6,37.752982,-122.45607
6040836,CLEVELAND ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,64,56,8,0,0,88,13,0,0,PUBLIC,,,95.4,37.720749,-122.42907
6040851,SLOAT -COMMODORE- ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,64,56,6,2,0,88,9,3,0,PUBLIC,,,44.8,37.731909,-122.47096
6040877,LAU -GORDON J.- ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,88,74,14,0,0,84,16,0,0,PUBLIC,,,91,37.794403,-122.40879
6040893,WEBSTER -DANIEL- ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,60,48,10,0,2,80,17,0,3,PUBLIC,,,56.9,37.760484,-122.39627
6040919,MILK -HARVEY- CIVIL RIGHTS ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,32,18,14,0,0,56,44,0,0,PUBLIC,,,55,37.759175,-122.43634
6040935,EDISON CHARTER ACADEMY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,88,88,0,0,0,100,0,0,0,PUBLIC,,,82.2,37.7545904,-122.4263672
6040943,TAYLOR -EDWARD R.- ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,105,98,7,0,0,93,7,0,0,PUBLIC,,,82.5,37.728025,-122.40734
6040950,EL DORADO ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,35,26,9,0,0,74,26,0,0,PUBLIC,,,85.7,37.719259,-122.4067
6040968,COBB -WILLIAM L.- ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,26,24,2,0,0,92,8,0,0,PUBLIC,,,73.9,37.7882,-122.43919
6040984,FAIRMOUNT ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,66,58,8,0,0,88,12,0,0,PUBLIC,,,62.1,37.740653,-122.42562
6041008,KEY -FRANCIS SCOTT- ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,87,84,3,0,0,97,3,0,0,PUBLIC,,,41.6,37.758151,-122.50253
6041016,MCCOPPIN -FRANK- ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,36,36,0,0,0,100,0,0,0,PUBLIC,,,68.3,37.776285,-122.46398
6041040,GARFIELD ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,44,40,4,0,0,91,9,0,0,PUBLIC,,,63.4,37.801771,-122.40673
6041065,PEABODY -GEORGE- ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,42,41,1,0,0,98,2,0,0,PUBLIC,,,25.3,37.783945,-122.46453
6041073,GLEN PARK ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,67,54,9,4,0,81,13,6,0,PUBLIC,,,68.4,37.73311,-122.43612
6041115,GRATTAN ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,65,60,5,0,0,92,8,0,0,PUBLIC,,,21.5,37.763884,-122.45053
6041123,GUADALUPE ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,88,67,21,0,0,76,24,0,0,PUBLIC,,,81.7,37.710461,-122.43442
6041131,YICK WO ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,45,40,5,0,0,89,11,0,0,PUBLIC,,,47.5,37.801906,-122.41627
6041149,CHAVEZ -CESAR- ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,78,55,23,0,0,71,29,0,0,PUBLIC,,,94.4,37.754914,-122.41487
6041156,HILLCREST ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,70,62,8,0,0,89,11,0,0,PUBLIC,,,91.7,37.729053,-122.41924
6041206,PARKER -JEAN- ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,41,36,5,0,0,88,12,0,0,PUBLIC,,,88.1,37.797614,-122.41102
6041230,JEFFERSON ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,88,82,3,3,0,93,3,3,0,PUBLIC,,,38.2,37.763575,-122.47636
6041255,MUIR -JOHN- ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,53,40,12,1,0,75,23,2,0,PUBLIC,,,90.3,37.773764,-122.42866
6041271,ORTEGA -JOSE- ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,56,50,6,0,0,89,11,0,0,PUBLIC,,,47.6,37.716139,-122.46626
6041289,SERRA -JUNIPERO- ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,52,52,0,0,0,100,0,0,0,PUBLIC,,,91.3,37.736735,-122.4211
6041305,LAFAYETTE ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,83,74,7,1,1,89,8,1,1,PUBLIC,,,33.2,37.777055,-122.49687
6041321,LAKESHORE ALTERNATIVE ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,85,74,11,0,0,87,13,0,0,PUBLIC,,,54.6,37.730607,-122.48618
6041339,LAWTON ALTERNATIVE ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,65,59,6,0,0,91,9,0,0,PUBLIC,,,54,37.757946,-122.48962
6041347,FLYNN -LEONARD R.- ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,76,52,21,3,0,68,28,4,0,PUBLIC,,,74.6,37.748215,-122.41203
6041362,LONGFELLOW ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,84,77,7,0,0,92,8,0,0,PUBLIC,,,82.1,37.710483,-122.4477
6041412,MARSHALL ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,44,40,2,2,0,91,5,5,0,PUBLIC,,,80.9,37.766703,-122.4191
6041420,MCKINLEY ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,63,57,4,2,0,90,6,3,0,PUBLIC,,,25.2,37.767254,-122.4366
6041438,MIRALOMA ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,58,42,16,0,0,72,28,0,0,PUBLIC,,,16,37.739334,-122.45021
6041446,MONROE ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,88,63,25,0,0,72,28,0,0,PUBLIC,,,79.2,37.725398,-122.43048
6041487,REVERE -PAUL- ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,50,47,3,0,0,94,6,0,0,PUBLIC,,,82.3,37.737114,-122.41318
6041503,PARKS -ROSA- ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,82,72,8,2,0,88,10,2,0,PUBLIC,,,56.3,37.783711,-122.42946
6041511,REDDING ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,42,32,10,0,0,76,24,0,0,PUBLIC,,,86.3,37.789753,-122.41922
6041529,STEVENSON -ROBERT LOUIS- ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,79,76,3,0,0,96,4,0,0,PUBLIC,,,53.4,37.748858,-122.49226
6041545,SANCHEZ ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,54,25,29,0,0,46,54,0,0,PUBLIC,,,91.8,37.763961,-122.4308
6041560,SHERIDAN ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,37,30,7,0,0,81,19,0,0,PUBLIC,,,85.5,37.714331,-122.45909
6041578,SHERMAN ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,68,65,3,0,0,96,4,0,0,PUBLIC,,,46.2,37.797803,-122.42611
6041586,MALCOLM X ACADEMY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,19,16,3,0,0,84,16,0,0,PUBLIC,,,94.9,37.733713,-122.38063
6041594,SPRING VALLEY ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,50,43,6,1,0,86,12,2,0,PUBLIC,,,84.3,37.794433,-122.419
6041602,KING -STARR- ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,60,39,21,0,0,65,35,0,0,PUBLIC,,,53.7,37.752761,-122.39938
6041610,SUNNYSIDE ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,62,55,5,2,0,89,8,3,0,PUBLIC,,,43.4,37.730302,-122.44883
6041644,SUTRO ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,43,43,0,0,0,100,0,0,0,PUBLIC,,,63.1,37.783929,-122.47099
6041685,ULLOA ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,88,86,2,0,0,98,2,0,0,PUBLIC,,,60,37.737297,-122.49998
6041701,VISITACION VALLEY ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,63,55,7,1,0,87,11,2,0,PUBLIC,,,88.1,37.712687,-122.4104
6041727,WEST PORTAL ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,99,91,6,2,0,92,6,2,0,PUBLIC,,,39.4,37.74357,-122.46471
6062046,BUENA VISTA HORACE MANN K-8,SAN FRANCISCO UNIFIED,SAN FRANCISCO,59,31,28,0,0,53,47,0,0,PUBLIC,,,68.3,37.753737,-122.41974
6089585,MISSION EDUCATION CENTER,SAN FRANCISCO UNIFIED,SAN FRANCISCO,21,11,10,0,0,52,48,0,0,PUBLIC,,,100,37.742286,-122.43102
6089775,ROOFTOP ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,63,50,13,0,0,79,21,0,0,PUBLIC,,,41.5,37.75442,-122.44392
6093488,SAN FRANCISCO COMMUNITY ALTERNATIVE,SAN FRANCISCO UNIFIED,SAN FRANCISCO,31,21,10,0,0,68,32,0,0,PUBLIC,,,71.7,37.725788,-122.43264
6093496,CARVER -GEORGE WASHINGTON- ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,44,20,24,0,0,45,55,0,0,PUBLIC,,,94.6,37.732379,-122.3864
6097919,NEW TRADITIONS ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,44,40,4,0,0,91,9,0,0,PUBLIC,,,40.3,37.774331,-122.45033
6099154,MOSCONE -GEORGE R.- ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,64,59,5,0,0,92,8,0,0,PUBLIC,,,91,37.756241,-122.41227
6102479,LILIENTHAL -CLAIRE- ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,88,85,3,0,0,97,3,0,0,PUBLIC,,,23.9,37.803315,-122.4429
6104673,DREW -CHARLES- COLLEGE PREPARATORY ACADEMY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,41,20,21,0,0,49,51,0,0,PUBLIC,,,96.4,37.731774,-122.39351
6112601,CREATIVE ARTS CHARTER,SAN FRANCISCO UNIFIED,SAN FRANCISCO,44,38,0,5,1,86,0,11,2,PUBLIC,,,23,37.780052,-122.43543
6113245,YU -ALICE FONG- ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,66,60,6,0,0,91,9,0,0,PUBLIC,,,34.6,37.759409,-122.46928
6113252,CHIN -JOHN YEHALL- ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,43,43,0,0,0,100,0,0,0,PUBLIC,,,83.6,37.798612,-122.40321
6113997,SUNSET ELEMENTARY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,67,67,0,0,0,100,0,0,0,PUBLIC,,,32.7,37.750743,-122.49983
6115901,TENDERLOIN COMMUNITY,SAN FRANCISCO UNIFIED,SAN FRANCISCO,65,62,3,0,0,95,5,0,0,PUBLIC,,,93.7,37.781813,-122.41974
123505,MISSION PREPARATORY,SBE - MISSION PREPARATORY,SAN FRANCISCO,51,50,1,0,0,98,2,0,0,PUBLIC,,,84.5,37.7272293,-122.4349778
3930476,VENTURE ACADEMY,SAN JOAQUIN COUNTY OFFICE OF EDUCATION,STOCKTON,34,34,0,0,0,100,0,0,0,PUBLIC,,,65.4,37.908356,-121.23045
6069215,SAN JOAQUIN COUNTY SPECIAL EDUCATION,SAN JOAQUIN COUNTY OFFICE OF EDUCATION,STOCKTON,52,50,0,2,0,96,0,4,0,PUBLIC,,,43.2,37.909462,-121.2324
127134,RIVER ISLANDS TECHNOLOGY ACADEMY,BANTA ELEMENTARY,LATHROP,53,50,0,3,0,94,0,6,0,PUBLIC,,,47.3,37.767313,-121.429087
6041750,BANTA ELEMENTARY,BANTA ELEMENTARY,TRACY,66,55,11,0,0,83,17,0,0,PUBLIC,,,68.2,37.756235,-121.37291
126011,ESCALON CHARTER ACADEMY,ESCALON UNIFIED,ESCALON,26,23,0,3,0,88,0,12,0,PUBLIC,,,50,37.79883239999999,-120.9934545
6041784,COLLEGEVILLE ELEMENTARY,ESCALON UNIFIED,STOCKTON,12,12,0,0,0,100,0,0,0,PUBLIC,,,86.1,37.906405,-121.1489
6041792,DENT ELEMENTARY,ESCALON UNIFIED,ESCALON,97,91,4,2,0,94,4,2,0,PUBLIC,,,53.8,37.799466,-120.98983
6041800,FARMINGTON ELEMENTARY,ESCALON UNIFIED,FARMINGTON,30,29,0,1,0,97,0,3,0,PUBLIC,,,90.6,37.931127,-121.00382
6041834,VAN ALLEN ELEMENTARY,ESCALON UNIFIED,ESCALON,64,54,7,2,1,84,11,3,2,PUBLIC,,,47.3,37.799223,-121.05101
105718,ANTHONY C. TRAINA ELEMENTARY,JEFFERSON ELEMENTARY,TRACY,89,85,4,0,0,96,4,0,0,PUBLIC,,,33.8,37.70047,-121.44316
6110373,MONTICELLO ELEMENTARY,JEFFERSON ELEMENTARY,TRACY,100,91,6,3,0,91,6,3,0,PUBLIC,,,26.7,37.707103,-121.43771
6117618,TOM HAWKINS ELEMENTARY,JEFFERSON ELEMENTARY,TRACY,74,73,0,1,0,99,0,1,0,PUBLIC,,,25.1,37.705352,-121.42083
6041891,COLONIAL HEIGHTS,LINCOLN UNIFIED,STOCKTON,51,49,1,1,0,96,2,2,0,PUBLIC,,,79.1,38.02302,-121.33642
6041909,JOHN R. WILLIAMS,LINCOLN UNIFIED,STOCKTON,93,86,6,1,0,92,6,1,0,PUBLIC,,,79.2,38.018666,-121.34487
6041917,LINCOLN ELEMENTARY,LINCOLN UNIFIED,STOCKTON,105,98,5,0,2,93,5,0,2,PUBLIC,,,83.4,38.01301,-121.32319
6041933,TULLY C. KNOLES,LINCOLN UNIFIED,STOCKTON,77,76,1,0,0,99,1,0,0,PUBLIC,,,84.8,38.002668,-121.34551
6095210,MABLE BARRON,LINCOLN UNIFIED,STOCKTON,78,78,0,0,0,100,0,0,0,PUBLIC,,,56.4,38.009035,-121.36324
6104020,CLAUDIA LANDEEN,LINCOLN UNIFIED,STOCKTON,97,95,1,1,0,98,1,1,0,PUBLIC,,,68.5,37.98017,-121.34416
6105738,DON RIGGIO,LINCOLN UNIFIED,STOCKTON,54,53,1,0,0,98,2,0,0,PUBLIC,,,67.3,37.978167,-121.35373
6111462,BROOKSIDE,LINCOLN UNIFIED,STOCKTON,76,76,0,0,0,100,0,0,0,PUBLIC,,,29.2,37.975913,-121.35012
6041966,GLENWOOD ELEMENTARY,LINDEN UNIFIED,STOCKTON,40,40,0,0,0,100,0,0,0,PUBLIC,,,67.6,37.990563,-121.1974
6041974,LINDEN ELEMENTARY,LINDEN UNIFIED,LINDEN,96,95,1,0,0,99,1,0,0,PUBLIC,,,56.3,38.019962,-121.09463
6042006,WAVERLY ELEMENTARY,LINDEN UNIFIED,STOCKTON,22,22,0,0,0,100,0,0,0,PUBLIC,,,52.2,37.99979,-121.22967
100560,LOIS E. BORCHARDT ELEMENTARY,LODI UNIFIED,LODI,102,100,2,0,0,98,2,0,0,PUBLIC,,,74.8,38.1033,-121.26485
102632,ANSEL ADAMS,LODI UNIFIED,STOCKTON,98,93,5,0,0,95,5,0,0,PUBLIC,,,75.6,38.035137,-121.27437
108209,ELLERTH E. LARSON ELEMENTARY,LODI UNIFIED,LODI,148,144,4,0,0,97,3,0,0,PUBLIC,,,42.9,38.103034,-121.30314
108217,MANLIO SILVA ELEMENTARY,LODI UNIFIED,STOCKTON,91,83,8,0,0,91,9,0,0,PUBLIC,,,50.3,38.054436,-121.39391
111286,GEORGE LINCOLN MOSHER,LODI UNIFIED,STOCKTON,111,110,1,0,0,99,1,0,0,PUBLIC,,,70.4,38.0336,-121.2752
111419,WOODBRIDGE,LODI UNIFIED,LODI,55,48,6,0,1,87,11,0,2,PUBLIC,,,70.8,38.149018,-121.30479
116608,PODESTA RANCH ELEMENTARY,LODI UNIFIED,STOCKTON,126,112,14,0,0,89,11,0,0,PUBLIC,,,48.2,38.047284,-121.32437
122580,RIO VALLEY CHARTER,LODI UNIFIED,LODI,14,7,3,4,0,50,21,29,0,PUBLIC,,,66.1,38.114838,-121.291841
6042055,DAVIS ELEMENTARY,LODI UNIFIED,STOCKTON,33,33,0,0,0,100,0,0,0,PUBLIC,,,81.8,38.037418,-121.24723
6042071,ERMA B. REESE ELEMENTARY,LODI UNIFIED,LODI,92,84,8,0,0,91,9,0,0,PUBLIC,,,43.2,38.136231,-121.29531
6042097,GEORGE WASHINGTON ELEMENTARY,LODI UNIFIED,LODI,67,59,8,0,0,88,12,0,0,PUBLIC,,,89.4,38.138316,-121.28355
6042121,HOUSTON,LODI UNIFIED,ACAMPO,18,18,0,0,0,100,0,0,0,PUBLIC,,,72.7,38.174666,-121.26085
6042139,LAKEWOOD ELEMENTARY,LODI UNIFIED,LODI,72,54,18,0,0,75,25,0,0,PUBLIC,,,60.6,38.146449,-121.28867
6042147,LAWRENCE ELEMENTARY,LODI UNIFIED,LODI,140,126,14,0,0,90,10,0,0,PUBLIC,,,95,38.142798,-121.26564
6042154,LEROY NICHOLS ELEMENTARY,LODI UNIFIED,LODI,53,52,1,0,0,98,2,0,0,PUBLIC,,,80.9,38.117237,-121.28298
6042170,LIVE OAK ELEMENTARY,LODI UNIFIED,LODI,40,38,2,0,0,95,5,0,0,PUBLIC,,,89.9,38.08442,-121.25294
6042188,LOCKEFORD ELEMENTARY,LODI UNIFIED,LOCKEFORD,61,60,0,1,0,98,0,2,0,PUBLIC,,,62.5,38.161087,-121.14739
6042204,CLYDE W. NEEDHAM ELEMENTARY,LODI UNIFIED,LODI,48,46,1,1,0,96,2,2,0,PUBLIC,,,95.3,38.128645,-121.27607
6042295,VINEWOOD ELEMENTARY,LODI UNIFIED,LODI,61,52,9,0,0,85,15,0,0,PUBLIC,,,39.9,38.126436,-121.29334
6097760,HERITAGE ELEMENTARY,LODI UNIFIED,LODI,70,68,2,0,0,97,3,0,0,PUBLIC,,,99.3,38.127977,-121.26257
